YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 04 03 16 40 113  3.7  4.2 99.00 99.00 99.00 999 1017.3  10.7 999.0 999.0 99.0 99.00
2017 04 03 16 50 126  3.6  4.1 99.00 99.00 99.00 999 1017.3  11.5 999.0 999.0 99.0 99.00
2017 04 03 17 00 129  3.6  4.0 99.00 99.00 99.00 999 1017.0  12.1   7.8 999.0 99.0 99.00
2017 04 03 17 10 121  3.7  4.2 99.00 99.00 99.00 999 1016.5  12.2 999.0 999.0 99.0 99.00
2017 04 03 17 20 136  3.1  4.3 99.00 99.00 99.00 999 1016.3  12.5 999.0 999.0 99.0 99.00
2017 04 03 17 30 135  3.2  3.8 99.00 99.00 99.00 999 1016.1  12.0 999.0 999.0 99.0 99.00
2017 04 03 17 40 152  3.8  4.7 99.00 99.00 99.00 999 1015.8  12.2 999.0 999.0 99.0 99.00
2017 04 03 17 50 167  4.7  5.5 99.00 99.00 99.00 999 1015.6  12.7 999.0 999.0 99.0 99.00
2017 04 03 18 00 160  4.1  4.9 99.00 99.00 99.00 999 1015.4  12.7   7.8 999.0 99.0 99.00
2017 04 03 18 10 164  3.5  3.8 99.00 99.00 99.00 999 1015.3  12.6 999.0 999.0 99.0 99.00
2017 04 03 18 20 160  4.0  4.6 99.00 99.00 99.00 999 1015.0  12.8 999.0 999.0 99.0 99.00
2017 04 03 18 30 167  4.1  4.9 99.00 99.00 99.00 999 1014.8  13.2 999.0 999.0 99.0 99.00
2017 04 03 18 40 169  3.7  4.8 99.00 99.00 99.00 999 1014.7  13.3 999.0 999.0 99.0 99.00
2017 04 03 18 50 154  2.7  3.2 99.00 99.00 99.00 999 1014.4  12.9 999.0 999.0 99.0 99.00
2017 04 03 19 00 151  3.0  3.7 99.00 99.00 99.00 999 1014.2  12.4   7.8 999.0 99.0 99.00
2017 04 03 19 10 152  3.2  3.7 99.00 99.00 99.00 999 1014.1  12.2 999.0 999.0 99.0 99.00
2017 04 03 19 20 169  3.6  4.5 99.00 99.00 99.00 999 1014.1  12.4 999.0 999.0 99.0 99.00
2017 04 03 19 30 173  4.2  4.7 99.00 99.00 99.00 999 1013.9  13.1 999.0 999.0 99.0 99.00
2017 04 03 19 40 158  3.5  4.2 99.00 99.00 99.00 999 1013.7  13.0 999.0 999.0 99.0 99.00
2017 04 03 19 50 150  3.3  3.9 99.00 99.00 99.00 999 1013.5  12.2 999.0 999.0 99.0 99.00
2017 04 03 20 00 153  3.8  4.4 99.00 99.00 99.00 999 1013.4  12.1   7.9 999.0 99.0 99.00
2017 04 03 20 10 161  4.8  5.6 99.00 99.00 99.00 999 1013.2  12.3 999.0 999.0 99.0 99.00
2017 04 03 20 20 169  4.8  5.3 99.00 99.00 99.00 999 1013.2  12.7 999.0 999.0 99.0 99.00
2017 04 03 20 30 167  4.0  4.9 99.00 99.00 99.00 999 1013.2  12.8 999.0 999.0 99.0 99.00
2017 04 03 20 40 168  3.5  4.0 99.00 99.00 99.00 999 1013.2  12.4 999.0 999.0 99.0 99.00
2017 04 03 20 50 160  3.3  3.8 99.00 99.00 99.00 999 1012.9  12.6 999.0 999.0 99.0 99.00
2017 04 03 21 00 141  2.5  3.0 99.00 99.00 99.00 999 1012.8  12.3   8.0 999.0 99.0 99.00
2017 04 03 21 10 134  2.3  2.7 99.00 99.00 99.00 999 1012.7  12.2 999.0 999.0 99.0 99.00
2017 04 03 21 20 157  2.2  2.4 99.00 99.00 99.00 999 1012.7  12.4 999.0 999.0 99.0 99.00
2017 04 03 21 30 154  1.5  2.3 99.00 99.00 99.00 999 1012.6  12.1 999.0 999.0 99.0 99.00
2017 04 03 21 40 135  1.1  1.7 99.00 99.00 99.00 999 1012.5  11.4 999.0 999.0 99.0 99.00
2017 04 03 21 50 132  1.5  1.8 99.00 99.00 99.00 999 1012.2  11.8 999.0 999.0 99.0 99.00
2017 04 03 22 00 120  1.7  1.9 99.00 99.00 99.00 999 1012.1  12.1   8.0 999.0 99.0 99.00
2017 04 03 22 10 121  1.9  2.2 99.00 99.00 99.00 999 1011.9  12.4 999.0 999.0 99.0 99.00
2017 04 03 22 20 137  1.9  2.1 99.00 99.00 99.00 999 1011.9  12.9 999.0 999.0 99.0 99.00
2017 04 03 22 30 159  1.2  1.8 99.00 99.00 99.00 999 1012.1  12.6 999.0 999.0 99.0 99.00
2017 04 03 22 40 222  1.3  1.7 99.00 99.00 99.00 999 1012.1  12.2 999.0 999.0 99.0 99.00
2017 04 03 22 50 113  1.3  2.7 99.00 99.00 99.00 999 1012.0  12.1 999.0 999.0 99.0 99.00
2017 04 03 23 00  87  1.0  1.5 99.00 99.00 99.00 999 1011.6  12.2   8.0 999.0 99.0 99.00
2017 04 03 23 10  84  1.4  1.6 99.00 99.00 99.00 999 1011.3  12.4 999.0 999.0 99.0 99.00
2017 04 03 23 20  97  2.3  2.8 99.00 99.00 99.00 999 1011.1  12.2 999.0 999.0 99.0 99.00
2017 04 03 23 30 124  2.9  4.2 99.00 99.00 99.00 999 1010.9  12.4 999.0 999.0 99.0 99.00
2017 04 03 23 40 138  3.4  4.5 99.00 99.00 99.00 999 1011.0  13.0 999.0 999.0 99.0 99.00
2017 04 03 23 50 142  2.3  3.7 99.00 99.00 99.00 999 1011.0  12.6 999.0 999.0 99.0 99.00
2017 04 04 00 00 156  2.8  4.2 99.00 99.00 99.00 999 1011.0  11.5   7.9 999.0 99.0 99.00
2017 04 04 00 10 146  3.5  4.0 99.00 99.00 99.00 999 1010.9  11.5 999.0 999.0 99.0 99.00
2017 04 04 00 20 135  4.0  4.8 99.00 99.00 99.00 999 1010.7  11.9 999.0 999.0 99.0 99.00
2017 04 04 00 30 129  3.7  4.3 99.00 99.00 99.00 999 1010.6  12.0 999.0 999.0 99.0 99.00
2017 04 04 00 40 131  3.9  5.6 99.00 99.00 99.00 999 1010.7  12.0 999.0 999.0 99.0 99.00
2017 04 04 00 50 144  3.1  4.5 99.00 99.00 99.00 999 1010.9  12.0 999.0 999.0 99.0 99.00
2017 04 04 01 00 151  3.6  4.8 99.00 99.00 99.00 999 1011.0  12.2   8.0 999.0 99.0 99.00
2017 04 04 01 10 152  3.8  4.7 99.00 99.00 99.00 999 1010.9  11.8 999.0 999.0 99.0 99.00
2017 04 04 01 20 125  3.9  4.8 99.00 99.00 99.00 999 1010.4  11.2 999.0 999.0 99.0 99.00
2017 04 04 01 30 128  4.9  6.2 99.00 99.00 99.00 999 1010.2  11.6 999.0 999.0 99.0 99.00
2017 04 04 01 40 133  4.1  5.6 99.00 99.00 99.00 999 1010.1  11.5 999.0 999.0 99.0 99.00
2017 04 04 01 50 108  3.4  4.1 99.00 99.00 99.00 999 1009.9  10.8 999.0 999.0 99.0 99.00
2017 04 04 02 00 109  4.1  5.2 99.00 99.00 99.00 999 1009.6  11.1   8.1 999.0 99.0 99.00
2017 04 04 02 10 104  4.2  5.6 99.00 99.00 99.00 999 1009.2  11.1 999.0 999.0 99.0 99.00
2017 04 04 02 20 104  4.9  5.7 99.00 99.00 99.00 999 1008.7  11.2 999.0 999.0 99.0 99.00
2017 04 04 02 30 101  5.7  7.6 99.00 99.00 99.00 999 1008.2  10.9 999.0 999.0 99.0 99.00
2017 04 04 02 40  83  5.7  8.1 99.00 99.00 99.00 999 1007.7  10.6 999.0 999.0 99.0 99.00
2017 04 04 02 50  75  6.7  8.5 99.00 99.00 99.00 999 1007.3  10.0 999.0 999.0 99.0 99.00
2017 04 04 03 00  78  5.9  7.3 99.00 99.00 99.00 999 1007.0   9.3   8.0 999.0 99.0 99.00
2017 04 04 03 10  85  6.1  7.7 99.00 99.00 99.00 999 1006.6   9.1 999.0 999.0 99.0 99.00
2017 04 04 03 20  85  6.1  7.7 99.00 99.00 99.00 999 1006.3   9.0 999.0 999.0 99.0 99.00
2017 04 04 03 30  87  6.4  8.1 99.00 99.00 99.00 999 1006.0   9.0 999.0 999.0 99.0 99.00
