"DateTime","Tide"
2007-01-01,0.705896602066597
2007-01-01 01:00:00,0.754118325652364
2007-01-01 02:00:00,0.690741203225356
2007-01-01 03:00:00,0.582586766040136
2007-01-01 04:00:00,0.431721659393237
2007-01-01 05:00:00,0.291878660994513
2007-01-01 06:00:00,0.175457642623162
2007-01-01 07:00:00,0.119658219616775
2007-01-01 08:00:00,0.121724864913308
2007-01-01 09:00:00,0.187857514402359
2007-01-01 10:00:00,0.421388432910573
2007-01-01 11:00:00,0.637008425515501
2007-01-01 12:00:00,0.835406373982656
2007-01-01 13:00:00,0.898783496409664
2007-01-01 14:00:00,0.897405732878642
2007-01-01 15:00:00,0.818184329844882
2007-01-01 16:00:00,0.689363439694334
2007-01-01 17:00:00,0.550209323061121
2007-01-01 18:00:00,0.432410541158748
2007-01-01 19:00:00,0.372477827559295
2007-01-01 20:00:00,0.384877699338492
2007-01-01 21:00:00,0.431721659393237
2007-01-01 22:00:00,0.484765555337581
2007-01-01 23:00:00,0.605319864301998
2007-01-02,0.758251616245429
2007-01-02 01:00:00,0.85262841812043
2007-01-02 02:00:00,0.851939536354919
2007-01-02 03:00:00,0.760318261541962
2007-01-02 04:00:00,0.62116414490875
2007-01-02 05:00:00,0.482698910041048
2007-01-02 06:00:00,0.338722621049258
2007-01-02 07:00:00,0.24641246447079
2007-01-02 08:00:00,0.15203566259579
2007-01-02 09:00:00,0.0741920230930517
2007-01-02 10:00:00,0.0466367524726136
2007-01-02 11:00:00,0.131369209630461
2007-01-02 12:00:00,0.322878340442506
2007-01-02 13:00:00,0.452388112358566
2007-01-02 14:00:00,0.530920633626815
2007-01-02 15:00:00,0.519209643613128
2007-01-02 16:00:00,0.444121531172434
2007-01-02 17:00:00,0.313233995725353
2007-01-02 18:00:00,0.180279814981739
2007-01-02 19:00:00,0.0769475501550956
2007-01-02 20:00:00,-0.0132959611268395
2007-01-02 21:00:00,0.00461496477644535
2007-01-02 22:00:00,0.0287258265693287
2007-01-02 23:00:00,0.0714364960310079
2007-01-03,0.240212528581192
2007-01-03 01:00:00,0.4482548217655
2007-01-03 02:00:00,0.575697948385027
2007-01-03 03:00:00,0.639075070812034
2007-01-03 04:00:00,0.577075711916048
2007-01-03 05:00:00,0.445499294703456
2007-01-03 06:00:00,0.292567542760024
2007-01-03 07:00:00,0.150657899064768
2007-01-03 08:00:00,0.0514589248311902
2007-01-03 09:00:00,0.0190814818521754
2007-01-03 10:00:00,0.0328591171623944
2007-01-03 11:00:00,0.0948584760583804
2007-01-03 12:00:00,0.30427853277371
2007-01-03 13:00:00,0.48407667357207
2007-01-03 14:00:00,0.644586124936122
2007-01-03 15:00:00,0.699007784411487
2007-01-03 16:00:00,0.66456369613594
2007-01-03 17:00:00,0.582586766040136
2007-01-03 18:00:00,0.446188176468967
2007-01-03 19:00:00,0.293945306291046
2007-01-03 20:00:00,0.177524287919695
2007-01-03 21:00:00,0.126547037271884
2007-01-03 22:00:00,0.140324672582103
2007-01-03 23:00:00,0.164435534374987
2007-01-04,0.265012272139586
2007-01-04 01:00:00,0.439988240579369
2007-01-04 02:00:00,0.5929199925228
2007-01-04 03:00:00,0.699007784411487
2007-01-04 04:00:00,0.683852385570246
2007-01-04 05:00:00,0.575697948385027
2007-01-04 06:00:00,0.42689948703466
2007-01-04 07:00:00,0.258812336249988
2007-01-04 08:00:00,0.116902692554731
2007-01-04 09:00:00,0.0073704918384892
2007-01-04 10:00:00,-0.0449845223403434
2007-01-04 11:00:00,-0.0498066946989201
2007-01-04 12:00:00,-0.00158497111315326
2007-01-04 13:00:00,0.203701795009111
2007-01-04 14:00:00,0.388322108166047
2007-01-04 15:00:00,0.544009387171523
2007-01-04 16:00:00,0.601875455474443
2007-01-04 17:00:00,0.577075711916048
2007-01-04 18:00:00,0.482010028275537
2007-01-04 19:00:00,0.316678404552908
2007-01-04 20:00:00,0.172702115561118
2007-01-04 21:00:00,0.0686809689689641
2007-01-04 22:00:00,0.0321702353968835
2007-01-04 23:00:00,0.0576588607207888
2007-01-05,0.0983028848859351
2007-01-05 01:00:00,0.211279494429732
2007-01-05 02:00:00,0.422766196441595
2007-01-05 03:00:00,0.572942421322983
2007-01-05 04:00:00,0.661808169073896
2007-01-05 05:00:00,0.637697307281012
2007-01-05 06:00:00,0.541253860109479
